id	sample_description	title	study_ref	library_strategy	library_source	library_selection	library_layout	platform	instrument_model	filetype	library_nominal_length	library_nominal_sdev
361	366344_0695-LP1-16S-0458	Must-25-AUG-2020-gt19-Block3	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
362	366344_0694-LP1-16S-0459	Must-19-AUG-2020-gt108r2-Block2	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
363	366344_0693-LP1-16S-0460	Must-18-AUG-2020-gt41-Block1	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
364	366344_0692-LP1-16S-0461	Must-09-SEP-2020-gt116-Block1	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
365	366344_0691-LP1-16S-0462	Must-25-AUG-2020-gt21-Block3	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
366	366344_0690-LP1-16S-0463	Must-09-SEP-2020-gt77-Block3	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
367	366344_0689-LP1-16S-0464	Must-09-SEP-2020-gt77-Block1	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
368	366344_0688-LP1-16S-0465	Must-18-AUG-2020-gt41-Block2	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
369	366344_0687-LP1-16S-0466	Must-25-AUG-2020-gt71-Block2	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
370	366344_0686-LP1-16S-0467	Must-09-SEP-2020-gt45w-Block3	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
371	366344_0685-LP1-16S-0468	Must-09-SEP-2020-gt141-Block3	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
372	366344_0684-LP1-16S-0469	Must-09-SEP-2020-gt138-Block3	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
373	366344_0683-LP1-16S-0470	Must-09-SEP-2020-gt105-Block3	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
374	366344_0682-LP1-16S-0471	Must-09-SEP-2020-gt67-Block3	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
375	366344_0681-LP1-16S-0472	Must-09-SEP-2020-gt158-Block3	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
376	366344_0680-LP1-16S-0473	Must-09-SEP-2020-gt121-Block3	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
377	366344_0679-LP1-16S-0474	Must-09-SEP-2020-gt91-Block3	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
378	366344_0678-LP1-16S-0475	Must-19-AUG-2020-gt108w-Block3	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
379	366344_0677-LP1-16S-0476	Must-09-SEP-2020-gt106-Block3	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
380	366344_0676-LP1-16S-0477	Must-25-AUG-2020-gt110-Block2	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
381	366344_0675-LP1-16S-0478	Must-09-SEP-2020-gt61-Block3	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
382	366344_0674-LP1-16S-0479	Must-09-SEP-2020-gt98-Block3	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
383	366344_0673-LP1-16S-0480	Must-18-AUG-2020-gt81-Block1	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
384	366344_0672-LP1-16S-0481	Must-18-AUG-2020-gt73-Block1	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
385	366344_0671-LP1-16S-0482	Must-19-AUG-2020-gt97-Block2	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
386	366344_0670-LP1-16S-0483	Must-18-AUG-2020-gt73-Block2	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
387	366344_0669-LP1-16S-0484	Must-18-AUG-2020-gt28-Block2	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
388	366344_0668-LP1-16S-0485	Must-18-AUG-2020-gt89-Block1	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
389	366344_0667-LP1-16S-0486	Must-19-AUG-2020-gt40-Block3	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
390	366344_0666-LP1-16S-0487	Must-18-AUG-2020-gt81-Block2	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
391	366344_0665-LP1-16S-0488	Must-19-AUG-2020-gt68-Block1	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
392	366344_0664-LP1-16S-0489	Must-25-AUG-2020-gt4-Block2	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
393	366344_0663-LP1-16S-0490	Must-25-AUG-2020-gt21-Block1	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
394	366344_0662-LP1-16S-0491	Must-18-AUG-2020-gt29-Block2	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
395	366344_0661-LP1-16S-0492	DNA5-neg-1	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
396	366344_0660-LP1-16S-0493	Must-18-AUG-2020-gt5-Block2	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
397	366344_0659-LP1-16S-0494	Must-18-AUG-2020-gt48-Block3	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
398	366344_0658-LP1-16S-0495	Must-19-AUG-2020-gt108w-Block1	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
399	366344_0657-LP1-16S-0496	Repeat in DNA23	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
400	366344_0656-LP1-16S-0497	Must-18-AUG-2020-gt5-Block1	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
401	366344_0655-LP1-16S-0498	DNA5-pos-1	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
402	366344_0654-LP1-16S-0499	Must-19-AUG-2020-gt127-Block1	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
403	366344_0653-LP1-16S-0500	Must-18-AUG-2020-gt29-Block1	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
404	366344_0652-LP1-16S-0501	Must-25-AUG-2020-gt47-Block1	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
405	366344_0651-LP1-16S-0502	Must-18-AUG-2020-gt48-Block1	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
406	366344_0650-LP1-16S-0503	Must-25-AUG-2020-gt53-Block2	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
407	366344_0649-LP1-16S-0504	Must-25-AUG-2020-gt53-Block3	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
408	366344_0648-LP1-16S-0505	Must-25-AUG-2020-gt53-Block1	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
409	366344_0647-LP1-16S-0506	Must-18-AUG-2020-gt146-Block2	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
410	366344_0646-LP1-16S-0507	Must-19-AUG-2020-gt35-Block1	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
411	366344_0645-LP1-16S-0508	Must-25-AUG-2020-gt21-Block2	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
412	366344_0644-LP1-16S-0509	Must-19-AUG-2020-gt157-Block1	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
413	366344_0643-LP1-16S-0510	Must-19-AUG-2020-gt40-Block1	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
414	366344_0642-LP1-16S-0511	Must-25-AUG-2020-gt71-Block1	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
415	366344_0641-LP1-16S-0512	Must-18-AUG-2020-gt29-Block3	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
416	366344_0640-LP1-16S-0513	Must-19-AUG-2020-gt127-Block2	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
417	366344_0639-LP1-16S-0514	Must-19-AUG-2020-gt108r-Block2	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
418	366344_0638-LP1-16S-0515	Must-25-AUG-2020-gt47-Block2	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
419	366344_0637-LP1-16S-0516	Must-19-AUG-2020-gt157-Block2	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
420	366344_0636-LP1-16S-0517	Repeat in DNA23	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
421	366344_0635-LP1-16S-0518	Must-16-SEP-2020-gt125-Block1	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
422	366344_0634-LP1-16S-0519	Must-19-AUG-2020-gt112-Block2	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
423	366344_0633-LP1-16S-0520	Repeat in DNA23	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
424	366344_0632-LP1-16S-0521	Must-29-AUG-2020-gt160-Block2	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
425	366344_0631-LP1-16S-0522	Must-25-AUG-2020-gt110-Block1	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
426	366344_0630-LP1-16S-0523	Must-25-AUG-2020-gt93-Block2	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
427	366344_0629-LP1-16S-0524	Must-09-SEP-2020-gt138-Block2	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
428	366344_0628-LP1-16S-0525	Must-19-AUG-2020-gt28-Block1	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
429	366344_0627-LP1-16S-0526	Must-25-AUG-2020-gt71-Block3	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
430	366344_0626-LP1-16S-0527	Must-19-AUG-2020-gt112-Block1	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
431	366344_0625-LP1-16S-0528	Repeat in DNA23	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
432	366344_0624-LP1-16S-0529	Must-18-AUG-2020-gt41-Block3	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
433	366344_0623-LP1-16S-0530	Must-22-SEP-2020-gt140-Block1	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
434	366344_0622-LP1-16S-0531	Must-22-SEP-2020-gt96-Block3	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
435	366344_0621-LP1-16S-0532	Must-23-SEP-2020-gt137-Block2	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
436	366344_0620-LP1-16S-0533	Must-22-SEP-2020-gt96-Block2	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
437	366344_0619-LP1-16S-0534	Must-15-SEP-2020-gt154-Block2	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
438	366344_0618-LP1-16S-0535	Must-14-AUG-2020-gt122-Block1	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
439	366344_0617-LP1-16S-0536	Must-14-AUG-2020-gt156-Block1	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
440	366344_0616-LP1-16S-0537	Must-22-SEP-2020-gt79-Block2	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
441	366344_0615-LP1-16S-0538	Must-14-AUG-2020-gt113-Block3	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
442	366344_0614-LP1-16S-0539	Must-14-AUG-2020-gt113-Block1	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
443	366344_0613-LP1-16S-0540	Must-22-SEP-2020-gt144-Block2	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
444	366344_0612-LP1-16S-0541	Must-23-SEP-2020-gt82-Block1	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
445	366344_0611-LP1-16S-0542	Must-14-AUG-2020-gt122-Block2	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
446	366344_0610-LP1-16S-0543	Must-23-AUG-2020-gt56-Block3	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
447	366344_0609-LP1-16S-0544	Must-23-AUG-2020-gt56-Block1	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
448	366344_0608-LP1-16S-0545	Must-23-SEP-2020-gt137-Block1	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
449	366344_0607-LP1-16S-0546	Must-10-SEP-2020-gt130-Block3	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
450	366344_0606-LP1-16S-0547	Must-22-SEP-2020-gt119-Block1	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
451	366344_0605-LP1-16S-0548	Must-22-SEP-2020-gt144-Block1	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
452	366344_0604-LP1-16S-0549	Must-23-SEP-2020-gt131-Block2	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
453	366344_0603-LP1-16S-0550	Must-22-SEP-2020-gt135-Block2	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
454	366344_0602-LP1-16S-0551	Repeat in DNA23	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
455	366344_0601-LP1-16S-0552	Must-14-AUG-2020-gt78-Block1	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
456	366344_0600-LP1-16S-0553	Must-23-SEP-2020-gt22-Block3	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
457	366344_0599-LP1-16S-0554	Must-23-SEP-2020-gt133-Block2	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
458	366344_0598-LP1-16S-0555	Must-23-SEP-2020-gt133-Block1	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
459	366344_0597-LP1-16S-0556	Must-15-SEP-2020-gt1-Block1	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
460	366344_0596-LP1-16S-0557	Must-14-AUG-2020-gt120-Block2	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
461	366344_0595-LP1-16S-0558	Must-22-SEP-2020-gt42-Block3	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
462	366344_0594-LP1-16S-0559	Must-10-SEP-2020-gt11-Block3	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
463	366344_0593-LP1-16S-0560	Must-14-AUG-2020-gt122-Block3	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
464	366344_0592-LP1-16S-0561	Must-14-AUG-2020-gt120-Block1	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
465	366344_0591-LP1-16S-0562	Must-23-SEP-2020-gt99-Block2	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
466	366344_0590-LP1-16S-0563	Must-22-SEP-2020-gt150-Block1	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
467	366344_0589-LP1-16S-0564	Must-22-SEP-2020-gt119-Block2	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
468	366344_0588-LP1-16S-0565	Must-08-AUG-2020-gt114-Block3	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
469	366344_0587-LP1-16S-0566	Must-23-SEP-2020-gt46-Block2	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
470	366344_0586-LP1-16S-0567	Must-22-SEP-2020-gt64-Block2	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
471	366344_0585-LP1-16S-0568	Must-23-SEP-2020-gt117-Block2	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
472	366344_0584-LP1-16S-0569	DNA6-neg-1	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
473	366344_0583-LP1-16S-0570	Must-22-SEP-2020-gt135-Block3	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
474	366344_0582-LP1-16S-0571	Must-14-AUG-2020-gt120-Block3	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
475	366344_0581-LP1-16S-0572	Must-22-SEP-2020-gt96-Block1	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
476	366344_0580-LP1-16S-0573	Must-17-SEP-2020-gt159-Block3	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
477	366344_0579-LP1-16S-0574	Must-22-SEP-2020-gt135-Block1	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
478	366344_0578-LP1-16S-0575	Must-22-SEP-2020-gt42-Block1	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
479	366344_0577-LP1-16S-0576	DNA6-pos-1	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
480	366344_0576-LP1-16S-0577	Must-09-SEP-2022-gt73-Block1	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
481	366344_0575-LP1-16S-0578	Must-09-SEP-2022-gt21-Block1	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
482	366344_0574-LP1-16S-0579	DNA20-neg-1	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
483	366344_0573-LP1-16S-0580	Must-09-SEP-2022-gt56-Block1	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
