id	sample_description	title	study_ref	library_strategy	library_source	library_selection	library_layout	platform	instrument_model	filetype	library_nominal_length	library_nominal_sdev
853	366344_0203-LP1-16S-0950	Must-09-SEP-2022-gt158-Block2	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
854	366344_0202-LP1-16S-0951	Must-09-SEP-2022-gt88-Block3	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
855	366344_0201-LP1-16S-0952	Must-09-SEP-2022-gt20-Block2	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
856	366344_0200-LP1-16S-0953	Repeat in DNA23	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
857	366344_0199-LP1-16S-0954	Must-09-SEP-2022-gt58-Block3	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
858	366344_0198-LP1-16S-0955	Must-09-SEP-2022-gt3-Block2	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
859	366344_0197-LP1-16S-0956	DNA21-pos-2	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
860	366344_0196-LP1-16S-0957	Must-09-SEP-2022-gt136-Block2	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
861	366344_0195-LP1-16S-0958	Must-09-SEP-2022-gt1-Block3	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
862	366344_0194-LP1-16S-0959	Must-09-SEP-2022-gt56-Block3	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
863	366344_0193-LP1-16S-0960	Must-09-SEP-2022-gt144-Block2	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
864	366344_0192-LP1-16S-0961	Repeat in DNA23	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
865	366344_0191-LP1-16S-0962	Repeat in DNA23	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
866	366344_0190-LP1-16S-0963	Must-09-SEP-2022-gt60-Block3	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
867	366344_0189-LP1-16S-0964	DNA22-neg-1	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
868	366344_0188-LP1-16S-0965	Must-09-SEP-2022-gt22-Block3	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
869	366344_0187-LP1-16S-0966	Must-09-SEP-2022-gt21-Block3	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
870	366344_0186-LP1-16S-0967	Must-09-SEP-2022-gt73-Block3	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
871	366344_0185-LP1-16S-0968	DNA22-pos-4	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
872	366344_0184-LP1-16S-0969	Must-09-SEP-2022-gt17-Block2	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
873	366344_0183-LP1-16S-0970	Must-09-SEP-2022-gt10-Block2	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
874	366344_0182-LP1-16S-0971	Must-09-SEP-2022-gt6-Block3	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
875	366344_0181-LP1-16S-0972	Must-09-SEP-2022-gt52-Block3	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
876	366344_0180-LP1-16S-0973	Must-09-SEP-2022-gt39-Block3	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
877	366344_0179-LP1-16S-0974	Must-09-SEP-2022-gtCS-Block3	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
878	366344_0178-LP1-16S-0975	Must-09-SEP-2022-gt71-Block2	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
879	366344_0177-LP1-16S-0976	Must-09-SEP-2022-gt95-Block2	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
880	366344_0176-LP1-16S-0977	Must-09-SEP-2022-gtR-Block2	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
881	366344_0175-LP1-16S-0978	Must-09-SEP-2022-gt52-Block2	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
882	366344_0174-LP1-16S-0979	Must-09-SEP-2022-gt135-Block2	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
883	366344_0173-LP1-16S-0980	Must-09-SEP-2022-gt82-Block2	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
884	366344_0172-LP1-16S-0981	DNA22-neg-4	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
885	366344_0171-LP1-16S-0982	Must-09-SEP-2022-gt99-Block2	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
886	366344_0170-LP1-16S-0983	Must-09-SEP-2022-gt154-Block2	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
887	366344_0169-LP1-16S-0984	Must-09-SEP-2022-gt74-Block2	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
888	366344_0168-LP1-16S-0985	Must-09-SEP-2022-gt151-Block3	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
889	366344_0167-LP1-16S-0986	Must-09-SEP-2022-gt140-Block3	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
890	366344_0166-LP1-16S-0987	DNA22-pos-3	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
891	366344_0165-LP1-16S-0988	Must-09-SEP-2022-gt58-Block2	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
892	366344_0164-LP1-16S-0989	Must-09-SEP-2022-gt74-Block3	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
893	366344_0163-LP1-16S-0990	Must-09-SEP-2022-gt67-Block3	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
894	366344_0162-LP1-16S-0991	Must-09-SEP-2022-gt67-Block1	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
895	366344_0161-LP1-16S-0992	Must-09-SEP-2022-gt70-Block3	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
896	366344_0160-LP1-16S-0993	Repeat in DNA23	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
897	366344_0159-LP1-16S-0994	Must-09-SEP-2022-gt138-Block3	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
898	366344_0158-LP1-16S-0995	Must-09-SEP-2022-gt158-Block1	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
899	366344_0157-LP1-16S-0996	Must-09-SEP-2022-gt131-Block1	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
900	366344_0156-LP1-16S-0997	Must-09-SEP-2022-gt88-Block1	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
901	366344_0155-LP1-16S-0998	Must-09-SEP-2022-gt61-Block3	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
902	366344_0154-LP1-16S-0999	Repeat in DNA23	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
903	366344_0153-LP1-16S-1000	Repeat in DNA23	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
904	366344_0152-LP1-16S-1001	Repeat in DNA23	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
905	366344_0151-LP1-16S-1002	Must-09-SEP-2022-gt42-Block2	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
906	366344_0150-LP1-16S-1003	Must-09-SEP-2022-gt155-Block3	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
907	366344_0149-LP1-16S-1004	DNA22-pos-2	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
908	366344_0148-LP1-16S-1005	Must-09-SEP-2022-gt121-Block1	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
909	366344_0147-LP1-16S-1006	Must-09-SEP-2022-gt124-Block1	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
910	366344_0146-LP1-16S-1007	Repeat in DNA23	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
911	366344_0145-LP1-16S-1008	Repeat in DNA23	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
912	366344_0144-LP1-16S-1009	Must-09-SEP-2022-gt6-Block2	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
913	366344_0143-LP1-16S-1010	Must-09-SEP-2022-gt21-Block2	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
914	366344_0142-LP1-16S-1011	Must-09-SEP-2022-gt22-Block2	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
915	366344_0141-LP1-16S-1012	Must-09-SEP-2022-gt86-Block2	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
916	366344_0140-LP1-16S-1013	Must-09-SEP-2022-gt36-Block3	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
917	366344_0139-LP1-16S-1014	Contamination	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
918	366344_0138-LP1-16S-1015	Must-09-SEP-2022-gt159-Block3	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
919	366344_0137-LP1-16S-1016	Repeat in DNA23	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
920	366344_0136-LP1-16S-1017	DNA22-neg-3	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
921	366344_0135-LP1-16S-1018	Must-09-SEP-2022-gt24-Block2	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
922	366344_0134-LP1-16S-1019	Must-09-SEP-2022-gt86-Block3	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
923	366344_0133-LP1-16S-1020	Must-09-SEP-2022-gt34-Block2	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
924	366344_0132-LP1-16S-1021	Must-09-SEP-2022-gt77-Block2	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
925	366344_0131-LP1-16S-1022	Must-09-SEP-2022-gt84r-Block3	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
926	366344_0130-LP1-16S-1023	Must-09-SEP-2022-gt151-Block2	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
927	366344_0129-LP1-16S-1024	Must-09-SEP-2022-gt158-Block3	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
928	366344_0128-LP1-16S-1025	Repeat in DNA23	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
929	366344_0127-LP1-16S-1026	Must-09-SEP-2022-gt84w-Block3	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
930	366344_0126-LP1-16S-1027	Must-09-SEP-2022-gt111-Block2	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
931	366344_0125-LP1-16S-1028	Must-09-SEP-2022-gt25-Block2	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
932	366344_0124-LP1-16S-1029	Repeat in DNA23	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
933	366344_0123-LP1-16S-1030	DNA22-pos-1	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
934	366344_0122-LP1-16S-1031	Repeat in DNA23	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
935	366344_0096-LP1-16S-1057	Must-16-SEP-2020-gt6-Block1	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
936	366344_0095-LP1-16S-1058	Must-16-SEP-2020-gt16-Block3	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
937	366344_0094-LP1-16S-1059	Must-26-SEP-2020-gt24-Block3	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
938	366344_0093-LP1-16S-1060	Must-10-SEP-2020-gt74-Block2	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
939	366344_0092-LP1-16S-1061	Must-16-SEP-2020-gt6-Block2	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
940	366344_0091-LP1-16S-1062	Must-09-SEP-2020-gt115-Block1	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
941	366344_0090-LP1-16S-1063	Must-10-SEP-2020-gt74-Block1	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
942	366344_0089-LP1-16S-1064	Must-16-SEP-2020-gt129-Block1	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
943	366344_0088-LP1-16S-1065	Must-16-SEP-2020-gt6-Block3	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
944	366344_0087-LP1-16S-1066	Must-10-SEP-2020-gt11-Block1	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
945	366344_0086-LP1-16S-1067	Must-09-SEP-2020-gt32-Block2	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
946	366344_0085-LP1-16S-1068	Must-16-SEP-2020-gt124-Block3	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
947	366344_0084-LP1-16S-1069	Must-16-SEP-2020-gt125-Block3	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
948	366344_0083-LP1-16S-1070	Must-16-SEP-2020-gt94-Block3	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
949	366344_0082-LP1-16S-1071	Must-09-SEP-2020-gt91-Block1	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
950	366344_0081-LP1-16S-1072	Must-09-SEP-2020-gt45r-Block1	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
951	366344_0080-LP1-16S-1073	Must-16-SEP-2020-gt16-Block1	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
952	366344_0079-LP1-16S-1074	Must-09-SEP-2020-gt45r-Block2	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
953	366344_0078-LP1-16S-1075	Must-09-SEP-2020-gt76-Block1	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
954	366344_0077-LP1-16S-1076	Must-16-SEP-2020-gt16-Block2	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
955	366344_0076-LP1-16S-1077	Must-16-SEP-2020-gt136-Block1	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
956	366344_0075-LP1-16S-1078	Must-16-SEP-2020-gt50-Block1	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
957	366344_0074-LP1-16S-1079	Must-09-SEP-2020-gt77-Block2	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
958	366344_0073-LP1-16S-1080	Must-16-SEP-2020-gt128-Block3	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
959	366344_0072-LP1-16S-1081	DNA23-pos-1	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
960	366344_0071-LP1-16S-1082	Must-10-SEP-2020-gt10-Block2	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
961	366344_0070-LP1-16S-1083	Must-26-SEP-2020-gt24-Block1	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
962	366344_0069-LP1-16S-1084	DNA23-neg-1	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
963	366344_0068-LP1-16S-1085	Must-10-SEP-2020-gt10-Block1	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
964	366344_0067-LP1-16S-1086	Must-19-AUG-2020-gt28-Block2	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
965	366344_0066-LP1-16S-1087	Must-19-AUG-2020-gt107w1-Block2	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
966	366344_0065-LP1-16S-1088	Must-19-AUG-2020-gt107w1-Block3	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
967	366344_0064-LP1-16S-1089	Must-19-AUG-2020-gt75-Block2	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
968	366344_0063-LP1-16S-1090	Must-14-AUG-2020-gt156-Block3	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
969	366344_0062-LP1-16S-1091	Must-09-SEP-2022-gt119w-Block1	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
970	366344_0061-LP1-16S-1092	Must-09-SEP-2022-gt79-Block3	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
971	366344_0060-LP1-16S-1093	Must-09-SEP-2022-gt20-Block1	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
972	366344_0059-LP1-16S-1094	Must-03-SEP-2022-gt7-Block3	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
973	366344_0058-LP1-16S-1095	do not use 	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
974	366344_0057-LP1-16S-1096	do not use 	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
975	366344_0056-LP1-16S-1097	do not use 	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
976	366344_0055-LP1-16S-1098	Must-20-AUG-2022-gt40-Block3	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
